AnglesRateX,AnglesRateY,AnglesRateZ
-0.0044,0.0062,0.0019
-0.0034,0.0077,-0.0012
-0.0034,0.0051,-0.0021
-0.0023,0.0026,-0.0006
-0.0017,0.0049,-0.0048
-0.0051,0.0054,-0.005
0.0005,0.002,-0.0013
0.0024,0.0042,0.0027
-0.0005,0.0065,0.0038
-0.0021,0.0079,0.0022
0.0002,0.0025,-0.002
-0.0007,0.0009,-0.0083
0.0003,0.0037,-0.006
0.002,0.0088,-0.0005
0.001,0.0081,0.0042
-0.0019,0.0056,0.0053
-0.0021,0.005,0.0028
-0.0022,0.0063,0.0016
-0.0057,0.0092,-0.0025
-0.007,0.0089,-0.0032
-0.0034,0.007,-0.0006
-0.0019,0.0062,0.0004
-0.0038,0.0054,-0.0032
-0.0039,0.0058,-0.0031
-0.003,0.0107,-0.0023
-0.0019,0.0093,0.0014
-0.0017,0.0071,0.0053
-0.0011,0.0085,0.0008
0.0007,0.0079,0.0008
0.0008,0.0058,0.0019
-0.001,0.0063,-0.0013
-0.0013,0.0059,0.003
-0.0031,0.0093,0.0046
-0.0032,0.0074,-0.0004
-0.0001,0.0045,-0.0021
0.0001,0.0062,0.0026
0.001,0.0088,0.0053
-0.0007,0.0078,0.0034
-0.0037,0.0058,0.0021
-0.0032,0.008,-0.0047
-0.0013,0.0055,-0.004
0.0001,0.0015,-0.0003
-0.0015,0.0037,0.0003
-0.0012,0.0072,0.0014
-0.0003,0.0084,-0.0004
-0.0039,0.0062,-0.0009
-0.0052,0.0074,0.0009
-0.0063,0.007,0
-0.0057,0.0051,-0.0005
-0.0054,0.0051,0.0026
-0.0036,0.0067,0.0052
-0.0005,0.0094,0.0025
-0.0016,0.009,-0.0006
-0.0022,0.0116,0.0027
-0.0001,0.0078,0.0037
-0.0002,0.0086,0.0017
-0.0004,0.0081,0.0008
-0.0023,0.003,-0.0001
-0.0033,0.0073,0.0006
-0.0015,0.0102,0.0016
-0.0022,0.0078,0.0002
-0.0041,0.0052,-0.0002
-0.005,0.0036,0.0006
-0.0033,0.0066,-0.0024
-0.0043,0.0081,-0.0006
-0.004,0.0087,0.0004
-0.0049,0.0089,0.0005
-0.0062,0.0076,0.0005
-0.0042,0.0064,0.0035
-0.0043,0.0055,0.0047
-0.0036,0.0038,0.0024
-0.003,0.0046,-0.0001
0,0.005,-0.0013
0.0009,0.0033,-0.0005
-0.0033,0.0042,-0.0012
-0.003,0.007,-0.0031
-0.0017,0.0056,0.0004
-0.0018,0.008,0.0029
-0.0019,0.0074,-0.0001
-0.0035,0.0102,-0.0007
0.0011,0.0094,0.0033
0.0029,0.0027,0.0044
0.0002,0.0076,0.0025
-0.0042,0.013,0.0009
-0.0042,0.0113,0.0021
-0.0016,0.0087,0.0024
-0.0023,0.008,0.0025
-0.0043,0.0064,0.0038
-0.0028,0.003,0.0011
-0.0032,0.0042,-0.0002
-0.0028,0.0088,-0.001
-0.0026,0.0067,0.0023
-0.0056,0.002,0.0041
-0.0037,0.0042,0.003
0.0002,0.0035,0.0027
0.0024,0.0012,0.0001
0.0007,0.0032,-0.0007
-0.0065,0.0063,-0.0009
-0.0053,0.0095,-0.0012
-0.0002,0.0108,-0.0002
-0.0043,0.0083,-0.0009
-0.006,0.0043,-0.0025
-0.0021,0.0057,-0.0012
-0.0005,0.0075,-0.0001
-0.0019,0.0066,0.0001
0.0004,0.0066,-0.0028
-0.0004,0.0068,-0.0025
-0.0008,0.0041,-0.0032
-0.0038,0.0021,-0.0031
-0.0041,0.0012,0.0002
-0.0042,0.0046,-0.0012
-0.0041,0.006,-0.0029
-0.0014,0.0051,-0.0011
-0.0009,0.0029,0.0032
-0.0068,0.0028,0.0028
-0.0036,0.0026,-0.0025
0.0022,0.005,-0.0029
-0.0005,0.0032,0.0011
-0.0042,0.0029,0.0051
-0.0025,0.0049,0.0041
0.0008,0.0049,0.0014
-0.0022,0.0064,0.0012
-0.0027,0.0078,-0.0033
-0.003,0.0055,-0.002
-0.0029,0.006,0.0037
-0.0032,0.0046,0.0042
-0.0015,0.002,0.0026
0.0005,0.004,0.0003
-0.0008,0.0086,-0.0002
-0.0013,0.0063,0.0004
-0.0006,0.0056,-0.0002
-0.003,0.0069,-0.003
-0.0028,0.0066,-0.004
-0.0047,0.0066,-0.0036
-0.0033,0.0035,0.0011
-0.0018,0.0033,0.0039
-0.0011,-0.0008,0.0009
0.0044,0.0005,-0.0028
0.0032,0.0016,-0.0002
-0.0035,0.0055,0.0012
-0.0029,0.0084,0.0011
-0.0025,0.0056,0.0011
-0.0052,0.0042,0.0034
-0.0018,0.0056,0.0009
-0.0025,0.0073,0.0014
-0.0021,0.0065,0.0002
-0.0046,0.0034,0.0006
-0.0008,0.006,0.0013
0.0009,0.0057,0.0013
0,0.0062,0.0056
0.0017,0.0094,0.0012
-0.004,0.0064,-0.0014
-0.0082,0.0046,-0.0011
-0.0062,0.002,0.0012
-0.0033,0.0008,0.0012
-0.002,0,0
-0.0018,0.0016,0.0028
-0.002,0.0057,0.0027
-0.0014,0.0071,0.005
-0.001,0.0064,0.0068
-0.0013,0.0055,0.0015
-0.003,0.0057,-0.0017
0.0016,0.006,0
-0.0001,0.006,-0.0006
-0.0009,0.0086,0.0009
-0.0016,0.0067,0.0001
-0.0048,0.0076,-0.0006
-0.0052,0.0075,0
-0.0026,0.0062,-0.0011
-0.0005,0.005,-0.0014
-0.0006,0.0044,-0.0025
-0.0028,0.005,-0.0023
-0.0011,0.0027,-0.0008
-0.0026,0.003,-0.0019
-0.0051,0.0042,-0.0029
-0.0044,0.0071,-0.0009
-0.003,0.0048,0.0017
-0.003,0.0081,-0.0009
-0.0037,0.0113,-0.0019
-0.0024,0.0074,-0.0002
-0.0008,0.0036,-0.0005
-0.0009,0.0039,-0.0013
-0.0045,0.0047,0.0024
-0.0062,0.008,0.0033
-0.0056,0.0073,0.0005
-0.0045,0.0046,0.0013
-0.0043,0.0075,0.0007
-0.005,0.0058,0.0005
-0.0046,0.0059,-0.0006
-0.0021,0.0052,-0.0014
-0.0016,0.0064,-0.0023
-0.0023,0.0087,-0.0028
-0.0019,0.007,0.0016
-0.0007,0.007,-0.0006
-0.0009,0.005,-0.0012
-0.001,0.0069,-0.0017
-0.0003,0.008,-0.0016
0.0011,0.0081,-0.0033
-0.0021,0.0063,-0.0022
-0.0032,0.009,0.0007
-0.0009,0.0105,0
-0.004,0.0059,-0.0009
-0.0065,0.005,-0.0024
-0.0028,0.0045,0.0016
-0.0005,0.0025,-0.002
0.0018,0.0039,-0.0047
0.0026,0.004,-0.0047
-0.0019,0.0032,-0.005
-0.0016,0.006,-0.0045
0.0004,0.008,-0.0055
-0.0005,0.005,-0.0026
-0.0024,0.0026,-0.001
-0.0012,0.0057,-0.0018
0.0009,0.0089,-0.0002
-0.0017,0.0077,-0.0011
-0.005,0.007,-0.0018
-0.0011,0.0054,0.0002
-0.0024,0.004,0.0015
-0.0017,0.0051,0.0018
-0.0033,0.0081,0.0006
-0.0028,0.0061,0.0009
-0.0045,0.0074,0.0035
-0.0055,0.008,0.0018
-0.0051,0.0052,-0.0004
-0.001,0.0037,-0.0011
0.001,0.003,-0.002
-0.0029,0.0045,-0.0026
-0.004,0.0039,-0.0021
-0.0014,0.0025,-0.0024
-0.0013,0.004,-0.0021
-0.0027,0.0048,-0.0012
-0.0015,0.0078,0.0009
-0.0023,0.0069,0.0022
-0.0018,0.0037,-0.0019
0.0013,0.0043,-0.0029
-0.0022,0.0095,0.0026
-0.0047,0.0089,0.0022
0.0013,0.0073,0.0024
0.0028,0.0071,0.0008
0.0014,0.0038,-0.002
-0.0004,0.0026,0.0006
-0.0035,0.0027,0.0019
-0.002,0.0044,-0.0011
-0.0028,0.0053,-0.001
-0.0013,0.0063,-0.0006
-0.0004,0.0072,0.0003
-0.0026,0.0097,-0.0012
-0.0036,0.0107,-0.0018
-0.0043,0.0079,0.0018
-0.005,0.0078,0.0018
-0.0055,0.0069,0.0004
-0.001,0.0061,0.0036
-0.001,0.0027,0.0007
-0.0031,0.005,-0.0007
-0.0027,0.0086,0.0029
-0.0019,0.0086,0.0043
-0.0025,0.0075,0
-0.0026,0.0088,-0.0019
-0.0034,0.0077,-0.0042
-0.003,0.0068,-0.0018
-0.0021,0.0076,0.0002
-0.0013,0.0085,-0.0017
0.0004,0.0072,-0.0018
0.0006,0.004,-0.0031
-0.0009,0.0071,-0.0016
-0.0022,0.0069,-0.0007
-0.0031,0.0079,0.0018
-0.0061,0.0061,0.002
-0.0061,0.0029,0.0011
-0.0011,0.0066,0.002
-0.0025,0.0061,0.0045
-0.0063,0.0015,0.0029
-0.0029,0.0012,-0.003
-0.0022,0.0071,-0.0017
-0.0003,0.0093,0.0039
0.0021,0.0052,0.0023
-0.0016,0.006,-0.0008
-0.0016,0.0067,0.0015
-0.0015,0.0049,0.0016
-0.0012,0.0067,0.0032
-0.0035,0.0055,0.0052
-0.0023,0.0064,0.0038
-0.0043,0.0064,0.0005
-0.0078,0.0021,-0.0028
-0.0064,0.0038,-0.0014
-0.0041,0.0072,0.0028
-0.0019,0.0091,0.0034
0.0019,0.0076,0.0018
0.003,0.0062,0.0018
0.002,0.0085,0.0007
-0.0042,0.0068,0.0008
-0.0048,0.0061,-0.0004
-0.006,0.0064,-0.0022
-0.0025,0.004,-0.0009
0.0014,0.006,0.0031
-0.0012,0.0067,0
-0.0057,0.0062,-0.003
-0.005,0.0075,-0.0031
-0.0077,0.0076,0
-0.0061,0.0052,0.0012
-0.0041,0.0015,0.0007
-0.0022,0.0037,0.0009
-0.0008,0.0099,-0.0005
-0.0007,0.0073,0.001
-0.0033,0.0063,0.0001
-0.0054,0.0059,-0.0004
-0.0043,0.0084,-0.002
-0.0025,0.0068,0.0045
-0.0024,0.0031,0.0047
-0.0038,0.0036,-0.0017
-0.0068,0.0036,-0.0014
-0.0203,0.0038,0
-0.0494,0.0044,0.0004
-0.0931,0.0053,0.0048
-0.1281,0.0104,0.0068
-0.137,0.0064,0.006
-0.1331,-0.0007,0.0065
-0.138,-0.0018,0.0056
-0.1542,0.0029,0.0002
-0.1901,0.0066,-0.0025
-0.2251,0.0066,0.002
-0.2497,0.0061,0.0069
-0.2649,0.0064,0.0103
-0.2808,0.0054,0.0108
-0.3007,0.0021,0.0067
-0.3275,0.0014,0.0061
-0.353,-0.0011,0.0076
-0.3717,0.0037,0.0086
-0.3864,0.0079,0.0082
-0.3955,0.0048,0.0063
-0.4185,0.0024,0.0052
-0.4546,0.0022,0.0043
-0.4904,0.0021,0.0085
-0.5157,0.0023,0.011
-0.5273,-0.0007,0.0093
-0.5301,-0.0014,0.0071
-0.5399,0.0003,0.007
-0.5686,-0.0004,0.0048
-0.6041,-0.0008,0.0043
-0.6318,-0.0001,0.0062
-0.6486,0.003,0.01
-0.6749,0.0029,0.0119
-0.7021,0.0006,0.0112
-0.7198,0.0001,0.0091
-0.7339,0.0031,0.0081
-0.7524,0.0011,0.0129
-0.7861,0.0004,0.0148
-0.8119,0.0013,0.0125
-0.8245,-0.0014,0.0139
-0.8492,-0.0013,0.0174
-0.8728,0,0.0195
-0.8914,-0.0013,0.0167
-0.9208,-0.0006,0.0103
-0.946,0.0004,0.0109
-0.9551,-0.0024,0.0177
-0.9603,-0.0031,0.0194
-0.9897,-0.0017,0.0208
-1.027,-0.0012,0.0182
-1.0551,-0.0039,0.0145
-1.067,-0.0067,0.0174
-1.0813,-0.0074,0.0209
-1.1058,-0.008,0.0215
-1.1229,-0.0039,0.018
-1.1413,-0.0002,0.0155
-1.171,-0.0016,0.0194
-1.2027,-0.0029,0.0188
-1.2239,-0.0053,0.0195
-1.234,-0.0056,0.0212
-1.2511,-0.0041,0.0208
-1.287,-0.0052,0.0241
-1.3207,-0.0042,0.0235
-1.3446,0.0005,0.0234
-1.3614,0.0019,0.0243
-1.3723,-0.0041,0.0242
-1.3865,-0.0075,0.0239
-1.4113,-0.0072,0.0247
-1.4375,-0.008,0.0252
-1.4632,-0.0066,0.0271
-1.4951,-0.0086,0.029
-1.5194,-0.0097,0.0283
-1.5502,-0.0066,0.0264
-1.5659,-0.0031,0.0241
-1.5663,-0.0027,0.0241
-1.5605,-0.0064,0.0254
-1.5629,-0.0083,0.0258
-1.5736,-0.005,0.0247
-1.5763,-0.0056,0.0267
-1.5724,-0.0068,0.0292
-1.5732,-0.0058,0.0287
-1.5754,-0.0039,0.0276
-1.5727,-0.0057,0.0238
-1.5746,-0.0088,0.0236
-1.5774,-0.0106,0.0285
-1.5787,-0.0085,0.0287
-1.5789,-0.0045,0.0245
-1.5736,-0.0018,0.023
-1.5717,-0.0046,0.0245
-1.5756,-0.0078,0.0235
-1.5839,-0.0068,0.0232
-1.5868,-0.0018,0.0241
-1.5759,-0.0025,0.0236
-1.5719,-0.0069,0.0258
-1.5716,-0.0048,0.0252
-1.5851,-0.0035,0.0257
-1.5964,-0.0078,0.0233
-1.5911,-0.0075,0.0251
-1.5796,-0.0057,0.0247
-1.5689,-0.0076,0.0243
-1.569,-0.0069,0.0283
-1.5735,-0.0067,0.028
-1.5687,-0.0063,0.0282
-1.5657,-0.011,0.0291
-1.5644,-0.0108,0.0268
-1.5573,-0.0038,0.0231
-1.5512,-0.0071,0.0219
-1.5602,-0.0121,0.0234
-1.5732,-0.01,0.0242
-1.5749,-0.0024,0.0261
-1.5712,-0.0011,0.0284
-1.5568,-0.0056,0.0289
-1.5515,-0.0047,0.0239
-1.5595,-0.0047,0.0228
-1.5745,-0.0039,0.0248
-1.5882,-0.0046,0.0249
-1.5789,-0.0035,0.0266
-1.5636,-0.0048,0.0282
-1.5588,-0.0073,0.0274
-1.5645,-0.0048,0.024
-1.5748,-0.0042,0.0218
-1.5845,-0.0042,0.0206
-1.585,-0.0062,0.023
-1.5758,-0.0101,0.0258
-1.5623,-0.0043,0.0272
-1.5588,-0.0015,0.0282
-1.5683,-0.0067,0.0253
-1.5755,-0.0083,0.0238
-1.5811,-0.0096,0.0242
-1.5796,-0.0077,0.0243
-1.5697,-0.0045,0.0244
-1.5752,-0.0074,0.0257
-1.5766,-0.0072,0.0258
-1.5706,-0.0054,0.0258
-1.5812,-0.0053,0.0285
-1.5893,-0.0074,0.028
-1.5853,-0.0052,0.0241
-1.5756,-0.0025,0.0246
-1.5714,-0.0023,0.0266
-1.5764,-0.0079,0.0277
-1.5769,-0.008,0.0328
-1.5747,-0.0006,0.029
-1.5848,-0.0053,0.0281
-1.5973,-0.0077,0.0283
-1.6046,-0.0005,0.0268
-1.5968,-0.0037,0.028
-1.5865,-0.0051,0.027
-1.5789,-0.006,0.0223
-1.5807,-0.007,0.019
-1.5885,-0.0046,0.0188
-1.5859,-0.0049,0.021
-1.5807,-0.0089,0.0246
-1.5747,-0.0087,0.0233
-1.5727,-0.0011,0.02
-1.5761,0.0022,0.0202
-1.5815,0.0018,0.0235
-1.5853,-0.0027,0.027
-1.585,-0.0071,0.0293
-1.5825,-0.0086,0.0273
-1.5704,-0.0049,0.0249
-1.5683,-0.0038,0.0256
-1.5768,-0.0024,0.0243
-1.5858,-0.0011,0.0245
-1.5865,0.0005,0.0269
-1.5708,0.0009,0.0242
-1.5686,-0.0043,0.0222
-1.5725,-0.0076,0.0223
-1.5833,-0.0029,0.0231
-1.5915,0.0017,0.0222
-1.5823,-0.0043,0.0271
-1.574,-0.009,0.0283
-1.5676,-0.0099,0.0253
-1.5659,-0.0032,0.0226
-1.565,0,0.0235
-1.5639,-0.0027,0.0261
-1.5686,-0.0054,0.0266
-1.5682,-0.0074,0.0257
-1.5563,-0.0053,0.0266
-1.5534,-0.0057,0.0277
-1.559,-0.0061,0.0249
-1.5674,-0.007,0.0259
-1.5731,-0.006,0.0266
-1.5665,-0.0058,0.0256
-1.5557,-0.005,0.0266
-1.5492,-0.0041,0.0286
-1.5575,-0.0057,0.0276
-1.5748,-0.0051,0.0253
-1.5859,-0.0032,0.0224
-1.5743,-0.0065,0.0249
-1.5634,-0.006,0.0277
-1.5646,-0.005,0.0282
-1.568,-0.0035,0.0277
-1.5787,-0.0066,0.0258
-1.5842,-0.009,0.0275
-1.5843,-0.0073,0.0247
-1.5715,-0.0027,0.0237
-1.5614,-0.001,0.0267
-1.5628,-0.0047,0.0292
-1.5716,-0.0047,0.0267
-1.5787,-0.005,0.0236
-1.5792,-0.0014,0.0251
-1.5744,-0.0024,0.0314
-1.5693,-0.0043,0.0326
-1.571,-0.0053,0.0251
-1.573,-0.0024,0.0239
-1.576,-0.0042,0.026
-1.5858,-0.0044,0.0247
-1.5918,-0.0012,0.0267
-1.5896,-0.0005,0.0263
-1.5836,-0.0006,0.0297
-1.5808,-0.0057,0.0331
-1.5813,-0.0046,0.0291
-1.5788,-0.0015,0.0256
-1.5808,0,0.0262
-1.5915,-0.0011,0.0264
-1.5985,-0.0051,0.0255
-1.6029,-0.0062,0.0232
-1.5931,-0.0023,0.0237
-1.5818,-0.0028,0.0229
-1.5771,-0.0048,0.0187
-1.5844,-0.0038,0.0164
-1.5906,-0.003,0.0182
-1.5844,-0.0047,0.015
-1.5775,-0.0081,0.017
-1.5762,-0.0077,0.0243
-1.5726,-0.0087,0.03
-1.5754,-0.01,0.0309
-1.5865,-0.0086,0.031
-1.5902,-0.0092,0.0271
-1.5815,-0.0049,0.0247
-1.5772,-0.0027,0.0213
-1.5685,-0.0043,0.0204
-1.5664,-0.0053,0.0224
-1.5781,-0.0064,0.0242
-1.5897,-0.0002,0.0259
-1.5884,0.0029,0.0234
-1.5728,-0.0028,0.0227
-1.5719,-0.0039,0.0239
-1.5816,-0.0026,0.0249
-1.589,-0.0055,0.0255
-1.5926,-0.0082,0.0234
-1.5816,-0.009,0.0224
-1.5697,-0.0079,0.022
-1.5609,-0.004,0.0253
-1.5667,-0.0008,0.0251
-1.568,0.0002,0.0251
-1.5635,-0.0032,0.0252
-1.564,-0.0037,0.0217
-1.5636,-0.0007,0.0223
-1.5593,-0.0013,0.0251
-1.5583,-0.0032,0.0243
-1.5623,-0.0032,0.0247
-1.5716,-0.0061,0.0239
-1.5788,-0.0039,0.0237
-1.5739,-0.0052,0.0222
-1.557,-0.0074,0.0241
-1.5453,-0.0094,0.025
-1.5524,-0.0063,0.0259
-1.5709,-0.0032,0.0247
-1.5819,-0.0034,0.0219
-1.5698,-0.0061,0.0204
-1.5586,-0.0016,0.0199
-1.5593,-0.0027,0.0189
-1.5667,0.0003,0.0247
-1.5791,-0.0005,0.028
-1.5829,-0.0043,0.0251
-1.5802,-0.0053,0.0221
-1.5693,-0.0055,0.0247
-1.5603,-0.0048,0.0264
-1.5631,-0.0057,0.0239
-1.5709,-0.0033,0.0263
-1.577,0.0007,0.0265
-1.5783,-0.0028,0.0244
-1.5733,-0.0031,0.03
-1.5705,-0.0042,0.0291
-1.573,-0.004,0.027
-1.5761,-0.0035,0.0255
-1.5791,-0.0034,0.0203
-1.5906,-0.0021,0.0189
-1.5955,0.0009,0.0234
-1.5852,-0.0006,0.0235
-1.5766,-0.0063,0.0215
-1.5771,-0.004,0.0212
-1.5821,-0.0026,0.0243
-1.5814,-0.0055,0.0254
-1.5818,-0.0039,0.0253
-1.5955,-0.003,0.025
-1.6038,-0.0013,0.0218
-1.5953,-0.0005,0.0223
-1.573,-0.0029,0.0264
-1.5421,-0.0033,0.0289
-1.5154,-0.0032,0.0271
-1.4999,-0.0057,0.0265
-1.4881,-0.0068,0.0222
-1.4648,-0.0044,0.0223
-1.4378,-0.0041,0.0237
-1.4173,-0.0034,0.0206
-1.4004,-0.0021,0.0169
-1.3863,-0.0031,0.0202
-1.3652,-0.0009,0.0214
-1.3401,-0.0013,0.0186
-1.3132,-0.0007,0.0221
-1.2947,-0.0028,0.0235
-1.2735,-0.0076,0.0247
-1.2434,-0.0054,0.0204
-1.2159,-0.0024,0.0172
-1.1981,-0.0014,0.018
-1.1868,-0.0012,0.0197
-1.1779,-0.002,0.0214
-1.1513,0,0.0214
-1.1057,0.0006,0.016
-1.0835,0.0016,0.0115
-1.0701,0.0005,0.0154
-1.0643,0.0014,0.0234
-1.0469,0.0017,0.0211
-1.028,-0.0019,0.0162
-1.0013,-0.0031,0.0151
-0.9582,-0.003,0.013
-0.9308,-0.0013,0.0147
-0.9216,0.0002,0.0168
-0.9131,0.0001,0.016
-0.8942,0.0009,0.0143
-0.865,0.0019,0.0133
-0.8353,0.0033,0.0116
-0.8095,-0.0016,0.015
-0.7868,-0.0003,0.0156
-0.767,0.0013,0.0139
-0.7415,0.0022,0.014
-0.7215,0.0039,0.0132
-0.7048,0.0037,0.0125
-0.691,0.0031,0.0118
-0.6741,0.0039,0.0118
-0.6452,0.0006,0.0125
-0.6049,0.0001,0.0103
-0.5775,0.0049,0.0085
-0.5651,0.003,0.0086
-0.5627,0.0005,0.01
-0.544,0.0001,0.0089
-0.5174,0.0028,0.0062
-0.4821,0.0047,0.0044
-0.4584,0.0042,0.0075
-0.4448,0.0031,0.0101
-0.4295,0.0089,0.0075
-0.4028,0.0072,0.006
-0.3782,0.0034,0.0017
-0.3617,0.0086,0.0002
-0.3427,0.0084,0.0061
-0.3243,0.0064,0.0073
-0.3027,0.0045,0.0057
-0.2713,0.0056,0.0037
-0.2407,0.0058,0.0011
-0.2164,0.0013,0.002
-0.2029,0.0017,0.0061
-0.1912,0.0024,0.0051
-0.1786,0.0069,0.0016
-0.1539,0.0077,0.0053
-0.1197,0.0096,0.0058
-0.0966,0.0057,0.0016
-0.0729,0.0021,0.0024
-0.0603,0.0047,0.0053
-0.0557,0.007,0.0042
-0.0476,0.0041,0.0004
-0.0345,0.0079,0.001
-0.0198,0.0103,0.0047
-0.0158,0.0071,0.0015
-0.0109,0.0038,-0.0015
-0.0099,0.0036,-0.0012
-0.0144,0.0039,0.0011
-0.0108,0.0025,0.0036
-0.007,0.0073,0.0041
-0.0047,0.0084,0.0015
-0.0046,0.0061,-0.0032
-0.009,0.006,0.0002
-0.0104,0.0057,0.0017
-0.0064,0.005,0.0007
-0.0034,0.0044,0.0016
-0.0004,0.0054,0.0011
0.002,0.0051,0
0.0006,0.0039,0.0028
-0.0034,0.0083,0.0046
-0.0061,0.008,0.0046
-0.004,0.0061,0.0031
0.0005,0.0031,0.0022
0.0012,0.0069,0.0018
-0.0016,0.012,0.0013
-0.0033,0.0109,-0.0008
-0.0033,0.0088,-0.0012
-0.0028,0.0078,0.0003
-0.0022,0.0085,0.0057
-0.0008,0.0099,0.007
-0.0003,0.0064,0.0023
0.0012,0.0044,-0.0007
0.0006,0.0077,-0.0019
-0.0008,0.0082,-0.0016
-0.0004,0.0054,0.0015
-0.0044,0.0038,0.0039
-0.0061,0.0087,0.0036
-0.0002,0.0103,0.0036
-0.001,0.0081,0.0043
-0.0062,0.0055,0.0023
-0.0053,0.0084,-0.0007
-0.0042,0.0102,-0.0016
-0.0056,0.0087,0.0024
-0.0048,0.0078,0.0012
0.0005,0.0053,-0.0006
-0.0001,0.0047,0.0051
-0.0037,0.0069,0.0047
-0.0044,0.0071,-0.0002
-0.004,0.006,-0.0009
-0.0061,0.0018,0.0028
-0.0076,0.0033,0.0023
-0.0044,0.0064,0.0039
-0.0045,0.0061,0.0038
-0.0051,0.0052,0.0008
-0.0048,0.0091,-0.0028
-0.0046,0.0091,0.0009
-0.0058,0.0047,0.0006
-0.0047,0.0019,-0.0011
-0.0029,0.0017,-0.0006
-0.0047,0.0013,-0.0007
-0.0015,0.0026,-0.0028
-0.0012,0.0041,-0.0045
-0.004,0.0067,-0.0022
-0.0029,0.0066,0.0008
-0.0012,0.0045,-0.0003
-0.0032,0.0034,0.0005
-0.0024,0.0037,0.0014
-0.0008,0.0031,0.0028
-0.0014,0.0073,-0.0014
-0.0034,0.0088,-0.0026
-0.0037,0.0087,0.0013
-0.0057,0.008,0.0008
-0.0051,0.0082,0.0049
-0.0059,0.0092,0.0051
-0.004,0.0077,0.0016
-0.0006,0.0037,0.0033
0.0008,0.0036,0.0001
0.0007,0.0042,-0.0038
0.0012,0.0056,-0.0031
0.0008,0.0086,0.002
-0.0005,0.0065,0.0015
-0.0012,0.0066,-0.0005
-0.0011,0.0081,0.0009
-0.006,0.0076,-0.0021
-0.003,0.0074,-0.0006
0.0017,0.007,0.0009
0,0.0052,0.0001
0.0012,0.0044,0.0023
0.0008,0.0056,0.0057
-0.0045,0.0063,0.0048
-0.0043,0.0051,-0.0001
-0.0002,0.0051,0.0003
-0.0006,0.0063,-0.0001
-0.0009,0.0075,-0.0032
-0.0033,0.0052,-0.002
-0.0034,0.0045,0.001
-0.005,0.0086,0.0005
-0.0037,0.006,-0.0009
0.0003,0.0057,-0.001
0.0008,0.0075,-0.0007
-0.0005,0.0078,-0.0006
-0.0012,0.0074,-0.0023
-0.0011,0.0082,-0.0028
-0.0036,0.0043,-0.0009
-0.0042,0.0055,-0.0009
-0.0048,0.0076,0.0018
-0.003,0.0038,0.0026
-0.0015,0.0001,0.0005
-0.0024,0.0007,0.0009
-0.0031,0.0057,-0.0019
-0.0038,0.0072,-0.0018
-0.0015,0.0067,0.0001
0.0019,0.0064,0.0003
0.001,0.0041,0.0014
-0.0017,0.0062,0.0003
-0.0002,0.0079,-0.0024
-0.0006,0.0093,-0.0033
-0.0014,0.0102,0.0013
0.0005,0.0107,0.0012
-0.0002,0.0081,0.0005
-0.0013,0.0041,0.0011
0.0004,0.0057,0
-0.0012,0.0084,0.0005
-0.0024,0.0087,0.0012
-0.0046,0.0075,-0.0013
-0.0072,0.0026,-0.0006
-0.005,0.0022,-0.0037
