AnglesRateX,AnglesRateY,AnglesRateZ
-0.0018,-0.2165,-0.0008
0.002,-0.2442,-0.0014
0.002,-0.2611,0.001
0.001,-0.2798,0.0027
0.0025,-0.2975,0.0038
0.0018,-0.3157,0.0017
-0.0003,-0.3386,0.001
-0.0029,-0.3628,-0.0011
-0.0009,-0.3864,-0.0006
-0.0008,-0.4046,0.0004
-0.0007,-0.423,0.0009
0.0021,-0.445,0
0.0016,-0.4681,0.0044
0.0016,-0.4905,0.0042
0.0023,-0.5168,0.0021
-0.0018,-0.5385,0.0028
-0.0026,-0.5534,-0.002
-0.0003,-0.5699,-0.002
0.0012,-0.5911,0.0018
0.0043,-0.6162,0.0034
0.0069,-0.6406,0.0024
0.0011,-0.6567,0.0011
0,-0.6752,0.0008
0.0007,-0.7091,-0.0017
0.0021,-0.7373,-0.0035
0.0029,-0.7535,-0.0018
0.0028,-0.7748,0.0006
0.004,-0.8017,0.0015
0.0027,-0.8233,0.001
0.0037,-0.8244,0.0005
0.005,-0.8309,0.0002
0.0018,-0.867,-0.0009
-0.0002,-0.9204,-0.0042
0.0056,-0.9604,-0.0039
0.0068,-0.9669,-0.0006
0.006,-0.961,-0.0004
0.0046,-0.9616,0.0014
0.0048,-0.9855,0.0017
0.0083,-1.035,-0.0013
0.0062,-1.088,-0.0022
0.004,-1.122,-0.0027
0.0088,-1.1136,-0.0028
0.0091,-1.0811,0.0014
0.0031,-1.0939,0.0044
0.0057,-1.1633,-0.0016
0.0052,-1.2443,-0.0054
0.0029,-1.2719,-0.0059
0.0065,-1.2405,-0.0042
0.0069,-1.2185,-0.0055
0.0052,-1.2475,-0.0048
0.0071,-1.3268,-0.0035
0.0094,-1.3718,-0.0033
0.0102,-1.3584,-0.0013
0.0086,-1.3337,-0.0015
0.0042,-1.3669,-0.0009
0.0051,-1.4168,0.0004
0.0084,-1.4312,0.0022
0.0098,-1.4398,0.0001
0.0078,-1.4835,-0.0049
0.0069,-1.5282,-0.0059
0.0079,-1.5498,-0.0029
0.0093,-1.5286,0.0005
0.0103,-1.5127,-0.0009
0.009,-1.5418,-0.0017
0.0096,-1.5637,0.0012
0.013,-1.5467,0.0019
0.0125,-1.5426,-0.0044
0.0099,-1.5609,-0.0071
0.006,-1.5614,-0.0038
0.0054,-1.543,-0.001
0.0096,-1.5463,0.0008
0.0084,-1.5784,0.0012
0.005,-1.5787,-0.0005
0.0061,-1.55,-0.0011
0.0102,-1.5564,0.0032
0.0138,-1.574,0.0008
0.013,-1.5709,-0.0008
0.0107,-1.5536,-0.0008
0.0107,-1.5597,-0.0021
0.009,-1.5691,-0.006
0.0073,-1.5589,-0.0058
0.007,-1.5567,-0.0004
0.0077,-1.5858,0.0002
0.0127,-1.6097,0.0019
0.0123,-1.588,0.0009
0.0092,-1.5607,0
0.0074,-1.5505,-0.003
0.0051,-1.5529,-0.0046
0.008,-1.5695,-0.0028
0.008,-1.6012,-0.0021
0.008,-1.6245,-0.0034
0.0057,-1.6182,-0.0041
0.0062,-1.5807,-0.0036
0.0113,-1.547,-0.0012
0.0122,-1.5312,-0.0023
0.0071,-1.5423,-0.0038
0.0084,-1.5816,-0.0045
0.0119,-1.6175,-0.0037
0.015,-1.6208,-0.0028
0.0136,-1.5965,-0.0019
0.0063,-1.5664,0.0008
0.0064,-1.5431,-0.0011
0.0089,-1.5211,-0.0049
0.0094,-1.5175,-0.0033
0.0093,-1.5534,-0.0005
0.0099,-1.6015,-0.0026
0.0116,-1.6154,-0.0028
0.0133,-1.5953,-0.0044
0.0131,-1.5726,-0.0037
0.0101,-1.5414,-0.0018
0.0099,-1.517,-0.001
0.0107,-1.5046,-0.0041
0.0136,-1.5279,-0.0049
0.0098,-1.5831,-0.0027
0.0057,-1.6026,-0.005
0.0079,-1.5885,-0.0054
0.0068,-1.5702,-0.0018
0.007,-1.5518,-0.0035
0.0083,-1.5295,-0.0018
0.0084,-1.5163,0.0001
0.0092,-1.5505,0.0001
0.0123,-1.6026,0.0009
0.0149,-1.6326,-0.0028
0.0119,-1.6175,-0.0063
0.0083,-1.599,-0.0041
0.0052,-1.5831,-0.0044
0.0022,-1.5625,-0.0062
0.0057,-1.544,-0.0033
0.0102,-1.5255,-0.0003
0.0079,-1.5064,0.0028
0.0071,-1.5123,0.0032
0.0101,-1.5769,0.0008
0.0093,-1.6249,-0.0013
0.0049,-1.6241,-0.0029
0.0066,-1.6087,-0.0026
0.0088,-1.5902,-0.0005
0.0063,-1.564,0.0011
0.0056,-1.5446,0.0034
0.0085,-1.5216,0.0046
0.0087,-1.518,-0.0001
0.0083,-1.5494,-0.0023
0.0107,-1.5809,-0.0055
0.009,-1.5786,-0.004
0.0048,-1.5639,-0.0014
0.0048,-1.5524,-0.0022
0.0088,-1.5525,0.0009
0.0109,-1.5605,0.0009
0.0067,-1.5603,-0.002
0.0028,-1.554,-0.0033
0.0055,-1.5472,-0.0018
0.0091,-1.5469,0.0009
0.0081,-1.5639,0.0014
0.008,-1.5747,-0.0009
0.0094,-1.5602,-0.0039
0.0104,-1.5524,-0.0023
0.0097,-1.5682,0.0007
0.0084,-1.578,-0.003
0.009,-1.5706,0
0.0103,-1.5588,0.0006
0.0104,-1.5743,-0.0021
0.0105,-1.5858,-0.0037
0.0094,-1.5691,-0.0031
0.0047,-1.5571,-0.0015
0.0055,-1.5608,-0.0024
0.0067,-1.5682,0.0022
0.0079,-1.5758,0.003
0.0069,-1.5904,-0.0009
0.0062,-1.6073,-0.0033
0.0052,-1.604,-0.0031
0.0078,-1.5774,-0.0012
0.0105,-1.5558,-0.0041
0.0109,-1.543,-0.0038
0.0077,-1.552,-0.0014
0.0071,-1.5717,-0.0004
0.0074,-1.6033,-0.0004
0.0121,-1.6196,-0.0024
0.0153,-1.6064,-0.0041
0.0124,-1.5698,-0.0047
0.0093,-1.5401,-0.0019
0.0092,-1.5345,-0.0013
0.0087,-1.5472,-0.0031
0.0085,-1.566,-0.0024
0.0113,-1.5877,-0.0027
0.0113,-1.5807,-0.0046
0.0088,-1.5481,-0.0023
0.0074,-1.5337,0.0005
0.0045,-1.5504,0.0011
0.0056,-1.5755,-0.0005
0.0075,-1.5652,-0.0018
0.007,-1.5571,-0.0026
0.0069,-1.5728,-0.0012
0.01,-1.5751,-0.0005
0.0096,-1.5563,-0.0022
0.0089,-1.5539,0.0007
0.0092,-1.5735,-0.0005
0.0082,-1.571,-0.0022
0.0064,-1.5547,-0.0018
0.0067,-1.5705,-0.0038
0.0106,-1.5947,-0.0022
0.0116,-1.5879,0.0003
0.0116,-1.5599,0.0026
0.0125,-1.5635,0.0015
0.0109,-1.5787,-0.0003
0.0081,-1.573,0.0046
0.0092,-1.5739,0.0022
0.0109,-1.6023,-0.0023
0.0126,-1.6113,-0.0005
0.0075,-1.574,-0.0036
0.0027,-1.5409,-0.0032
0.0078,-1.5542,0.001
0.012,-1.5787,0.0007
0.011,-1.5737,-0.0015
0.0071,-1.5746,-0.0002
0.0067,-1.5942,-0.0027
0.0058,-1.5916,-0.004
0.0075,-1.5538,-0.0052
0.0115,-1.5402,-0.0069
0.012,-1.5575,-0.0049
0.0098,-1.5626,-0.0006
0.0078,-1.5549,-0.0009
0.0062,-1.5592,0.0021
0.0071,-1.57,0.0035
0.0076,-1.5539,0.0013
0.0072,-1.5347,-0.0002
0.0077,-1.5492,-0.0018
0.0087,-1.5685,-0.0028
0.0102,-1.5619,-0.0026
0.0096,-1.5576,-0.0031
0.0115,-1.5733,-0.0023
0.0125,-1.5725,-0.001
0.0096,-1.5412,-0.0034
0.011,-1.532,-0.0057
0.012,-1.5636,-0.0049
0.0101,-1.5759,-0.0054
0.0102,-1.5605,-0.0026
0.0066,-1.5653,-0.0025
0.0085,-1.5919,0
0.0103,-1.581,0.0026
0.0097,-1.5466,0.0011
0.0083,-1.5609,-0.0012
0.008,-1.589,-0.0045
0.0093,-1.5718,-0.0054
0.0106,-1.542,-0.0035
0.0118,-1.5559,-0.0024
0.0105,-1.5827,-0.0039
0.0085,-1.578,-0.0031
0.0095,-1.5725,-0.0006
0.0102,-1.5782,-0.0003
0.0036,-1.568,-0.0006
0.0064,-1.5606,-0.0027
0.0116,-1.5754,-0.0022
0.0116,-1.5949,0.0023
0.0109,-1.5888,0.0033
0.0087,-1.5426,-0.0016
0.0058,-1.524,-0.0066
0.0052,-1.5476,-0.0042
0.0051,-1.5794,-0.001
0.0075,-1.574,-0.0015
0.0116,-1.5636,-0.0043
0.01,-1.5618,-0.0056
0.006,-1.5618,-0.0025
0.0081,-1.5589,0.001
0.0074,-1.5598,-0.0059
0.0072,-1.5557,-0.0077
0.0098,-1.5455,-0.0066
0.0111,-1.5424,-0.0049
0.0106,-1.5583,0.0013
0.0076,-1.5705,0.0013
0.0047,-1.5584,-0.0024
0.0099,-1.5533,-0.0014
0.0112,-1.5765,0.0014
0.0091,-1.5845,-0.0006
0.0086,-1.5628,-0.0041
0.0083,-1.5468,-0.0026
0.0105,-1.574,-0.0004
0.0104,-1.5962,-0.0026
0.0115,-1.5594,-0.0057
0.0111,-1.5356,-0.004
0.011,-1.5485,-0.0028
0.0074,-1.5461,-0.0019
0.0059,-1.5124,-0.0019
0.0061,-1.5022,-0.0001
0.0099,-1.5069,0.0012
0.011,-1.4737,-0.0026
0.0094,-1.4193,-0.0029
0.0114,-1.3859,-0.0009
0.0103,-1.4003,-0.0015
0.0073,-1.3911,-0.0027
0.0072,-1.3457,-0.003
0.0068,-1.3217,-0.0013
0.0056,-1.3222,0
0.008,-1.3245,-0.0013
0.0084,-1.2933,-0.0031
0.0062,-1.2127,-0.0006
0.0051,-1.1793,-0.0031
0.0028,-1.2039,-0.0026
0.0046,-1.2205,-0.0027
0.0052,-1.1718,-0.0077
0.0063,-1.0993,-0.0037
0.0055,-1.0756,-0.0005
0.0068,-1.0979,0.0006
0.0081,-1.1067,-0.0032
0.0093,-1.064,-0.0024
0.0086,-1,-0.0001
0.0077,-0.9633,0.0002
0.0057,-0.9712,0.0007
0.0014,-0.981,0.0013
0,-0.9742,-0.001
0.0028,-0.9351,-0.0003
0.0035,-0.8679,0.0011
0.0029,-0.8415,0.0003
0.0007,-0.8432,0.0004
0.0063,-0.8545,0.0039
0.0084,-0.8461,0.0042
0.0023,-0.811,0.0032
-0.0017,-0.7634,0.0018
-0.002,-0.714,0
0,-0.6954,0.0011
0.0026,-0.705,0.0025
0.006,-0.7145,0.0013
0.0058,-0.6974,-0.0045
0.0049,-0.651,-0.003
0.0033,-0.6032,-0.0018
0.0035,-0.5954,-0.0043
0.0032,-0.5837,-0.0047
0.0003,-0.5412,-0.0031
0.0028,-0.4945,-0.002
0.0058,-0.4898,-0.0019
0.005,-0.5175,0.002
0.0032,-0.5161,0.0013
0.0009,-0.4689,0.0011
0.0022,-0.4137,0.0004
0.0052,-0.3868,-0.0025
0.005,-0.378,-0.0025
0.0024,-0.3636,-0.004
-0.0026,-0.349,-0.0045
-0.0016,-0.3265,-0.0033
-0.0015,-0.2914,-0.0038
-0.0048,-0.2596,-0.0015
-0.0029,-0.2352,-0.0002
0.0004,-0.2267,-0.0031
0.0008,-0.2122,-0.0027
-0.0009,-0.1862,0.0002
-0.0017,-0.1618,-0.0024
0.0006,-0.1446,-0.0007
0.0033,-0.1306,0.0001
0.0028,-0.1167,0.0008
0.0011,-0.0895,0.0032
-0.0028,-0.0594,0.0025
-0.0054,-0.046,0.0028
0.0002,-0.0359,0.0047
0.0012,-0.0266,-0.0002
-0.0017,-0.0183,-0.0014
-0.0003,-0.0125,-0.0031
0.0008,-0.0071,-0.0017
-0.0002,-0.0046,0.0008
0.0002,-0.0054,-0.0004
-0.001,-0.0059,-0.0018
-0.0005,-0.0022,-0.0028
-0.0017,-0.0023,-0.0008
-0.0029,-0.001,0.002
-0.0008,-0.0017,0.0016
-0.0011,0.0004,0.0015
-0.0018,0.0059,0.0026
-0.0043,0.0044,-0.0008
-0.0058,0.0033,-0.002
-0.0068,0.0031,-0.0002
-0.0039,0.0035,0.0012
0,0.0054,-0.0006
0,0.0088,-0.002
-0.0007,0.0099,0.0017
0,0.0078,0.002
-0.0006,0.0058,-0.0014
-0.0042,0.0066,0.002
-0.0048,0.0053,0.0032
-0.0043,0.0055,0.0022
-0.0038,0.0082,0.0024
-0.0019,0.0047,0.0013
-0.005,0.0043,0.003
-0.0052,0.0042,-0.0012
-0.0009,0.0068,-0.0041
-0.0001,0.0023,-0.0037
-0.0001,0.0015,0.0005
-0.0004,0.006,-0.0002
-0.0023,0.0074,-0.0007
-0.0018,0.0068,-0.0014
-0.0023,0.0096,-0.001
-0.0033,0.0105,0.0007
-0.0021,0.0088,-0.0017
-0.0024,0.0096,-0.0016
-0.0019,0.009,-0.0021
0.0014,0.0061,0.0026
0.0007,0.0075,0.002
-0.0027,0.0085,0.0037
-0.0045,0.0067,0.0047
-0.0004,0.0038,0.0031
-0.0005,0.0021,0.0022
-0.0009,0.0047,-0.0004
0.0003,0.0057,-0.0017
0.0016,0.0074,0.0009
-0.0009,0.0116,0.0029
-0.0009,0.0114,0.001
-0.0031,0.0076,0.0001
-0.0036,0.0058,0.0008
-0.0018,0.0076,0.002
0,0.0088,0
0,0.0079,-0.0027
-0.0025,0.0079,-0.0025
-0.0026,0.008,0.0001
0.0036,0.0039,-0.0001
0.0035,0.0017,0.0021
-0.0022,0.0076,0.0015
-0.0009,0.0093,0.0006
-0.001,0.0062,-0.0043
-0.0029,0.0054,-0.0036
-0.0045,0.0049,-0.001
-0.0023,0.0041,-0.0004
-0.0011,0.0076,0.0003
-0.0031,0.0069,0.0016
-0.0034,0.0045,0.0013
-0.0032,0.0073,0.0035
-0.0039,0.0055,0.0042
-0.0045,0.0039,0.0056
-0.003,0.0073,0.004
-0.0043,0.0049,0.0011
-0.0049,0.0031,0.001
-0.0069,0.0064,-0.0002
-0.0048,0.0085,0.0002
-0.0026,0.007,0.0022
-0.0033,0.0062,0.0011
-0.0025,0.0048,-0.0012
-0.0038,0.0048,0.0014
-0.0044,0.0025,0.0028
-0.0075,0.0032,0.0018
-0.0058,0.0063,0.0005
-0.0013,0.0052,0.0041
-0.003,0.0072,0.0074
-0.0013,0.0072,0.0055
-0.0024,0.0051,0.0036
-0.004,0.002,0.0036
-0.0027,0.0029,0.0025
-0.0022,0.0045,0.0016
0.0005,0.0032,0.0031
0.0001,0.002,0.0009
-0.0005,0.0002,0.0001
0.0036,0.0032,0.0024
0.0009,0.0052,0.0011
-0.003,0.0051,0.0003
-0.0039,0.0018,0.001
-0.001,0.0036,0.0028
0.0017,0.0067,0.003
0.0022,0.0064,0.0009
-0.0023,0.0072,0.0008
-0.0081,0.007,-0.0005
-0.0074,0.002,-0.0036
-0.004,0.0032,-0.003
-0.0019,0.0043,0.0032
-0.0043,0.0085,0.0035
-0.0058,0.0101,0.0011
-0.0031,0.0099,0.0007
-0.0008,0.0102,-0.0006
-0.0034,0.0079,-0.0014
-0.0038,0.0063,-0.0007
-0.0039,0.0088,0.0001
-0.0013,0.0044,-0.0005
-0.0011,0.0055,0.0009
-0.0026,0.0053,0.0028
-0.0022,0.0016,0.003
-0.0043,0.0032,0.0013
-0.0023,0.0011,0.001
-0.0023,0.0005,0.0013
-0.0023,0.0057,0.0047
-0.0019,0.0084,0.0035
-0.0047,0.0128,-0.0017
-0.0045,0.0142,0
-0.0018,0.0085,0.0024
-0.0006,0.0061,-0.0005
-0.0004,0.0086,-0.0034
0.001,0.0078,-0.0018
-0.0002,0.0006,-0.0009
-0.0026,-0.0017,0.0012
-0.0018,0.0023,-0.002
-0.0002,0.0045,-0.0003
-0.0005,0.0034,0.0019
-0.0028,0.0077,0
-0.0029,0.0072,0.0008
0,0.0064,0.0018
-0.0002,0.0042,0.0002
-0.0021,0.0032,-0.0024
-0.0044,0.0023,-0.0016
-0.0059,0.0039,0.0001
-0.0025,0.0027,0.0002
0.0006,0.0032,0.0011
0.001,0.0036,0.0034
0.0013,0.0032,0.0017
-0.0037,0.0033,-0.0011
-0.0058,0.0067,0.0025
-0.0043,0.0086,0.0012
-0.0015,0.006,-0.0029
-0.0027,0.0025,-0.0021
-0.0017,0.0049,-0.0033
-0.004,0.0034,-0.0036
-0.0053,0.0078,-0.0016
-0.0053,0.0099,-0.0021
-0.0041,0.0067,-0.0013
-0.0042,0.0078,0.0011
-0.0054,0.0109,0.0026
-0.0037,0.0086,0.0013
-0.0032,0.0071,0.0019
-0.0031,0.007,0.0004
-0.0005,0.0066,0.0007
0.0012,0.006,0.0053
0.0005,0.003,0.0066
-0.0022,0.0028,0.003
-0.0026,0.0032,0.0012
0.0014,0.0035,0.0013
-0.0006,0.0026,-0.0005
-0.0053,0.0055,0.0018
-0.0046,0.0071,0.0045
0.0001,0.0113,0.0027
0.0007,0.0094,0.0026
0.0003,0.0035,0.0022
-0.0023,0.0019,0.0025
-0.0052,0.0049,0.0042
-0.0025,0.0044,0.0073
-0.001,0.0034,0.0025
-0.0014,0.0051,-0.0037
-0.0045,0.008,-0.003
-0.0034,0.0087,-0.0002
0.0017,0.0125,-0.0004
0.0011,0.0092,-0.0012
-0.006,0.0074,0.0008
-0.0039,0.01,-0.002
-0.0007,0.0078,0.0004
-0.0041,0.0033,0.003
-0.0029,0.0042,0.0016
-0.0034,0.0061,0.0025
-0.0035,0.0067,0.0007
-0.0006,0.0079,-0.0003
-0.001,0.0073,-0.0032
-0.0043,0.0086,-0.0022
-0.0049,0.0069,0.0016
-0.002,0.0023,0.0005
0.001,0.0051,0.0013
0.0002,0.0077,0.0037
-0.0007,0.0039,0.0028
-0.0038,0.0052,0.0001
-0.0039,0.0069,-0.0002
-0.0043,0.0043,0.0028
-0.0074,0.0005,0.0038
-0.0027,0.0016,0.0024
-0.0009,0.0026,0.0046
-0.0007,0.0011,0.0016
0.0003,0.003,0.0016
0.0016,0.0061,0.0025
0.0004,0.009,0.0013
-0.0051,0.0069,0.0026
-0.0084,0.0025,0.0013
-0.0056,0.0014,-0.0015
-0.0024,0.0056,-0.0005
-0.0047,0.0052,0.0015
-0.0062,0.0037,-0.0008
-0.0065,0.0056,-0.0018
-0.0043,0.0048,-0.0029
-0.0044,0.0036,-0.0039
-0.0032,0.0031,-0.0027
-0.0023,0.0038,-0.0024
-0.0043,0.0056,-0.0023
-0.0037,0.0091,-0.002
-0.0038,0.0094,-0.0029
-0.0031,0.0075,0.0008
-0.0023,0.0071,0.0002
-0.0029,0.0067,-0.0019
-0.0036,0.0064,-0.0015
-0.0018,0.0054,0.0027
-0.0014,0.0039,0.0039
-0.0009,0.003,0.002
-0.0004,0.0025,0.0003
-0.0022,0.0061,0.0015
-0.0028,0.0065,-0.0004
-0.001,0.0026,-0.0055
-0.0022,0.0038,-0.002
-0.0031,0.0063,0.0026
-0.0035,0.0065,0.0012
-0.0034,0.0045,-0.0015
-0.0034,0.0062,0.0036
-0.005,0.0058,0.0052
-0.0047,0.0069,0.0015
-0.0032,0.0043,0.0005
-0.0006,0.0044,-0.0004
0.0011,0.0038,0.001
-0.0016,0.0038,-0.0002
-0.0024,0.0075,-0.001
-0.0026,0.0065,0.0002
-0.0022,0.007,0.0013
-0.0009,0.0095,0.0034
-0.0009,0.0081,0.0007
-0.0011,0.0039,0.002
-0.0019,0.0037,0.003
-0.001,0.0059,0.0026
-0.0028,0.0041,-0.0028
-0.0033,0.0029,0.0003
-0.003,0.004,0.0011
-0.0049,0.0033,-0.0005
-0.004,0.0053,-0.0003
-0.0034,0.0045,0.0014
-0.0027,0.004,0.002
-0.0022,0.0064,-0.0002
-0.0004,0.008,0.0005
-0.0003,0.0057,0
0,0.0043,-0.0011
-0.0009,0.0069,-0.0008
-0.0012,0.0079,-0.0022
-0.0032,0.0086,0.0006
-0.0042,0.0061,0.002
-0.0009,0.0045,0.0021
0.0004,0.0058,-0.0001
-0.0019,0.0066,0
-0.001,0.0048,0.0017
0.0007,0.0023,0.0015
-0.0012,0.0029,0.0013
0,0.0062,0.0018
0.0006,0.0083,0.0016
-0.0034,0.0057,-0.0012
-0.0042,0.007,-0.0032
-0.0026,0.0096,-0.0037
-0.0058,0.0078,-0.0023
-0.0066,0.0049,0.0009
-0.005,0.0061,0.0001
-0.001,0.0061,0.0007
-0.0005,0.0041,-0.0032
-0.0025,0.0031,-0.0017
-0.0018,0.0034,0.0025
-0.0022,0.0076,0.0039
-0.0046,0.0107,0.0016
-0.0074,0.0064,-0.0014
-0.0069,0.0042,-0.0015
-0.0066,0.0082,-0.002
-0.0049,0.0114,-0.0011
-0.003,0.0086,0
-0.0036,0.0055,-0.0019
-0.0054,0.0029,0.0024
-0.0049,0.0067,0.0031
-0.0015,0.0098,-0.0025
0.0001,0.0074,-0.0005
0.0007,0.0063,0
0.0019,0.0079,0.0001
-0.0019,0.0083,0.0016
-0.0019,0.0051,-0.0004
-0.0013,0.0042,-0.0007
-0.0023,0.0056,0.0022
-0.0016,0.0007,0.005
-0.0023,0.0027,0.0038
-0.0036,0.0066,0.0001
-0.0042,0.0062,-0.0027
-0.0045,0.0066,-0.0018
-0.0032,0.0055,0.0008
-0.0025,0.0048,0.0002
-0.0016,0.0059,-0.0017
-0.0069,0.0102,-0.0006
-0.0064,0.0087,0.0006
-0.0038,0.0008,0
-0.0044,0.0012,-0.0019
-0.0036,0.0063,-0.0018
-0.0034,0.0072,0.0018
-0.0001,0.0045,0.0041
-0.0015,0.0015,0.0032
-0.0044,0.003,0.0018
-0.0059,0.0037,-0.0019
-0.0027,0.004,-0.0028
-0.0048,0.0024,-0.0011
-0.007,0.0014,0.0013
-0.0072,0.0051,-0.0027
-0.0031,0.0055,-0.0027
-0.0025,0.002,0.0006
-0.0018,0.001,0.0002
-0.0028,0.0029,-0.0026
